typeClass,disorder,medicine,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15,symptom16,symptom17,symptom18,symptom19,symptom20,symptom21,symptom22,symptom23,symptom24,symptom25,symptom26,symptom27,symptom28,symptom29,symptom30,symptom31,symptom32,symptom33,symptom34,symptom35,symptom36,symptom37,symptom38,symptom39,symptom40,symptom41,symptom42,symptom43,symptom44,symptom45,symptom46,symptom47,symptom48,symptom49,symptom50,symptom51,symptom52,symptom53,symptom54,symptom55,symptom56,symptom57,symptom58,symptom59,symptom60,symptom61,symptom62,symptom63,symptom64,symptom65,symptom66,symptom67,symptom68,symptom69,symptom70,symptom71,symptom72,symptom73,symptom74,symptom75,symptom76
Definitive_management_in_the_operating_room_may_be_required.",On_examination,the_patient_may_be_in_distress,have_active_oral_bleeding,or_have_hemostasis_with_a_blood_clot_visible_in_the_operative_bed,Assess_vital_signs;_these_may_reflect_tachycardia_and_hypotension_(signs_of_shock),Prepare_materials_for_an_initial_physical_examination:,Head_lamp_or_good_light_source_(can_use_laryngoscope_blade),Tongue_blade,Suction,Magill_forceps,Gauze,Personal_protective_equipment,including_eye_protection,Look_for_signs_of_airway_compromise,Cyanosis,Choking,Hypoxia,Look_at_the_patient?s_position,Leaning_forward_while_sitting_up_may_be_helpful_to_try_and_keep_blood_out_of_the_airway,Perform_a_head_and_neck_examination:,Look_for_the_source_of_hemorrhage_and_determine_whether_a_clot_is_present_in_the_operative_fossa,PITFALLS,If_a_blood_clot_is_seen,do_not_remove_it_because_it_is_likely_helping_with_hemostasis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

107,Ramsay_Hunt_Syndrome,"Antiviral_therapy
Treat_with_one_of_the_following:
Valacyclovir_1_g_by_mouth_every_8_hours_for_7-10_days
Famciclovir_500_mg_by_mouth_every_8_hours_for_7-10_days
Acyclovir_800_mg_by_mouth_5_times_a_day_for_7-10_days_(lower_cost)
Acyclovir_10_mg/kg_(based_on_ideal_body_weight)_intravenous_every_8_hours_for_patients_who_have_neurologic_complications_such_as_meningitis,_acute_retinal_necrosis,_systemic_illness,_or_who_are_unable_to_tolerate_oral_medications.
Corticosteroids
Prednisone_1_mg/kg_by_mouth_every_24_hours_for_5_days_(maximum_dose_80_mg)
PEARLS
Antivirals_and_steroids_should_be_initiated_as_soon_as_possible_but_may_still_be_effective_if_started_up_to_1_week_following_disease_onset.
Additional_supportive_therapy
If_the_patient_is_unable_to_close_the_affected_eye_due_to_facial_paralysis,_provide_an_eye_patch_and_lubricating_drops.
This_is_to_prevent_complications_of_corneal_abrasions_and_corneal_ulcers.
Analgesics_as_needed_for_a_painful_shingles_rash_(eg,_acetaminophen,_nonsteroidal_anti-inflammatory_drugs)
It_is_important_to_counsel_patients_on:
Avoidance_of_contact_with_those_who_are_immunocompromised_or_pregnant_in_the_contagious_phase_before_all_lesions_have_crusted_over.
Possibility_of_postherpetic_neuralgia,_which_can_last_longer_than_3_months_after_the_crusting_of_the_vesicles.
Varicella_zoster_virus_vaccination_for_those_aged_>60_years,_unless_immunocompromised,_which_is_a_contraindication.",Perform_a_thorough_neurological_examination_and_first_assess_for_stroke,Assess_for_forehead_weakness;_if_this_is_not_present,evaluate_for_stroke_and_assess_for_other_signs_of_central_weakness_(eg,pronator_drift),PITFALLS,Lower_motor_neuron_paralysis_must_be_distinguished_from_upper_motor_neuron_facial_paralysis_(as_seen_in_stroke),Stroke_must_be_suspected_when_there_is_frontalis_muscle_sparing,causing_the_bilateral_eyebrows_to_raise_equally,Perform_a_cranial_nerve_exam,Ramsay_Hunt_mostly_affects_cranial_nerves_VII_and_VIII,but_can_also_affect_other_cranial_nerves,Asses_for_lower_motor_neuron_facial_nerve_(ie,cranial_nerve_VII)_paralysis,Weakness_of_the_entire_unilateral_face,including_the_frontalis_muscle,The_ipsilateral_eyebrow_will_not_raise,The_House_Brackmann_Scale_can_be_used_to_assess_the_severity_of_facial_nerve_paralysis;_it_can_also_be_used_in_follow-up_to_track_progress,Assess_hearing,Perform_a_head_and_neck_examination,Evaluate_for_an_Ipsilateral_vesicular_rash,The_rash_is_most_commonly_located_on_the_auricle_(the_externally_visible_portion_of_the_ear)_or_ear_canal,but_can_also_occur_on_the_cheek,scalp,face,or_palate,Up_to_a_third_of_cases_do_not_present_with_a_rash,Examine_the_ear_canal_for_vesicles,Examine_the_mouth_for_vesicles,Examine_the_scalp_for_vesicles,Examine_the_nose_for_Hutchinson?s_sign_(vesicular_lesions_on_the_tip_of_the_nose),the_presence_of_which_suggests_ocular_involvement_through_the_nasociliary_branch_of_the_ophthalmic_nerve,Patients_with_Hutchinson?s_sign_require_a_detailed_eye_examination_to_assess_for_corneal_involvement,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

108,Retropharyngeal_Abscess,"Resuscitate_patients_in_shock_as_appropriate_(place_large-bore_intravenous_lines,_administer_crystalloid_bolus_and_broad-spectrum_intravenous_antibiotics;_consider_pressors).
Patients_with_frank_or_impending_airway_obstruction_require_airway_management.
A_difficult_airway_should_be_anticipated;_consider_awake_fiberoptic_intubation.
Difficult_airway_adjuncts_(boogie,_supraglottic_airway,_surgical_airway_kit)_should_be_readily_available.
Consult_otolaryngology_(ear,_nose,_and_throat)_early_in_the_patient?s_care_due_to_the_possible_need_for_operative_incision_and_drainage.
Factors_associated_with_an_increased_need_for_surgical_management_include_abscess_cross-sectional_area_>2_cm2_and_symptoms_lasting_longer_than_two_days.
Administer_antibiotics_that_cover_Staphylococcus,_Streptococcus,_and_anaerobes
Monotherapy_options_(choose_one_of_the_following):
Ampicillin-sulbactam_50_mg/kg_intravenous_every_6_hours_(maximum_dose_3,000_mg)
Clindamycin_15_mg/kg_intravenous_every_8_hours_(maximum_dose_900_mg)
Piperacillin-tazobactam_(dose_by_age):
Age_2_months_to_9_months:_80_mg/kg/dose_(based_on_piperacillin_component)_intravenous_every_8_hours_(maximum_dose_3,000_mg_piperacillin)
Age_>9_months,_children,_and_adolescents_weighing_<40_kg:_100_mg/kg/dose_(based_on_piperacillin_component)_intravenous_every_6_hours_(maximum_dose_4,000_mg_piperacillin)
Children_and_adolescents_weighing_>40_kg:_4,500_mg_piperacillin_intravenous_every_6_hours
Combination_therapy_(for_penicillin_allergy)
Ceftriaxone_75_mg/kg_intravenous_every_24_hours_(maximum_dose_2,000_mg)_plus_Metronidazole_10_mg/kg/dose_intravenous_every_8_hours_(maximum_dose_500_mg)
If_concern_of_MRSA,_use_above_and_add_vancomycin
Vancomycin_(dose_by_age):
1_month_to_8_years:_17.5_mg/kg/dose_intravenous_every_6_hours_(maximum_dose_900_mg)
9-12_years:_15_mg/kg/dose_intravenous_every_6_hours_(maximum_dose_900_mg)
>13_years:_20_mg/kg/dose_intravenous_every_8_hours_(maximum_dose_1,200_mg)
If_less_than_2_years_of_age_and/or_there_is_a_history_or_concern_of_MRSA_use_combination_therapy:
Ampicillin-sulbactam_50_mg/kg_intravenous_every_6_hours_(maximum_dose_3,000_mg)_with_Clindamycin_15_mg/kg_intravenous_every_8_hours_(maximum_dose_900_mg)_or
Ampicillin-sulbactam_50_mg/kg_intravenous_every_6_hours_(maximum_dose_3,000_mg)_with_Vancomycin_(dose_by_age_listed_below):
1_month_to_8_years:_17.5_mg/kg/dose_intravenous_every_6_hours_(maximum_dose_900_mg)
9-12_years:_15_mg/kg/dose_intravenous_every_6_hours_(maximum_dose_900_mg)
>13_years:_20_mg/kg/dose_intravenous_every_8_hours_(maximum_dose_1,200_mg)
Provide_pain_control.
Acetaminophen_and/or_nonsteroidal_anti-inflammatory_drugs_can_be_used_as_antipyretics_and/or_for_pain_control.
Consider_steroids,_as_they_may_help_improve_symptoms,_including_pain.
Dexamethasone_0.6_mg/kg_intravenous_(maximum_dose_10_mg)
May_be_given_by_mouth
Methylprednisolone_2-3_mg/kg_intravenous",Look_for_signs_of_airway_compromise,PITFALLS,Patients_with_a_retropharyngeal_abscess_who_present_with_respiratory_distress_or_concern_for_airway_obstruction_require_urgent_airway_management_and_surgical_drainage,Look_for_the_following:,Fever,Neck_tenderness_or_swelling,Nuchal_rigidity_or_painful_neck_range_of_motion,These_findings_are_highly_suggestive_of_a_retropharyngeal_abscess,especially_in_young_children,Look_for_the_following:,Drooling,Stridor,Cervical_lymphadenopathy,Torticollis,Examine_the_oropharynx,The_posterior_oropharynx_may_have_minimal_findings._Tonsillar_exudates,erythema,and_soft_tissue_swelling_may_all_be_absent_early_in_the_disease._As_the_disease_progresses,erythema_and_swelling_may_become_evident,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

109,Sialolithiasis,"If_there_are_signs_of_airway_compromise,_prepare_for_a_difficult_airway_as_per_the_Approach_to_the_Critical_Patient_section.
If_available,_anesthesia_should_be_consulted_to_evaluate_these_patients,_as_a_limited_jaw_range_of_motion_and_submandibular_swelling_may_significantly_limit_views_via_direct_or_video_laryngoscopy.
If_uncomplicated_sialolithiasis_is_suspected,_treat_as_follows:
Apply_warm_moist_compresses_and_massage_the_gland.
Recommend_sialogogues_such_as_chewing_gum,_tart_candies,_or_lemon_wedges.
PEARLS
If_the_stone_Slideshow_is_palpable,_the_emergency_provider_can_attempt_extraction_by_applying_pressure_behind_the_stone_and_milking_it_towards_the_orifice_of_the_duct.
If_secondary_infection_is_present,_treat_with_antibiotics.
Administer_anti-staphylococcal_antibiotics._Choose_one_of_the_following:
Dicloxacillin_500_mg_by_mouth_every_6_hours_for_7-10_days
Cephalexin_500_mg_by_mouth_every_6_hours_for_7-10_days
PITFALLS
If_condition_worsens_despite_antibiotic_therapy_consult_otolaryngology_and_expand_antibiotic_coverage._Choose_one_of_the_following:
Amoxicillin-clavulanate_875_mg_by_mouth_every_12_hours_for_7-10_days
Clindamycin_300_mg_by_mouth_every_8_hours_for_7-10_days
Distal_stones_>4_mm_are_unlikely_to_pass_spontaneously_and_generally_require_intervention_by_an_otolaryngologist.",Assess_for_signs_of_airway_compromise,Trismus,voice_changes,tongue_swelling,drooling,If_these_are_present,prepare_for_a_difficult_airway_as_above,Look_for_swelling_of_the_salivary_system,Unilateral_facial_swelling_over_the_parotid_region_or_submandibular_region_may_be_observed,Swelling_may_be_minimal_if_the_patient_has_not_been_recently_exposed_to_food,Palpate_for_tenderness_of_the_salivary_system,Palpate_intraorally_along_the_paths_of_the_salivary_ducts_for_stones,Submandibular_stones_may_be_palpable_along_the_Wharton_duct_on_the_floor_of_the_mouth,anterior_to_the_submandibular_gland,Parotid_gland_stones_can_be_palpated_along_the_buccal_mucosa_by_the_orifice_of_the_Stensen_duct_and_posteriorly_towards_the_inferior_aspect_of_the_ear,Stone_may_be_visualized_at_the_orifice_of_the_Wharton_duct_(floor_or_mouth)_or_Stensen?s_duct_(near_the_upper_second_molar),Look_for_purulent_intraoral_drainage_with_compression_of_the_salivary_glands,Pus_increases_suspicion_of_bacterial_sialadenitis,Palpable_for_intraoral_fluctuance._Its_presence_suggests_an_abscess,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

110,Suppurative_Labyrinthitis,"Provide_intravenous_antibiotics_to_prevent_extension_of_infection_to_CNS_or_if_the_CNS_is_suspected_as_the_cause_of_the_infection.
Ceftriaxone_50_mg/kg_intravenous_every_12_hours_(maximum_2_g_every_12_hours)._If_there_is_a_high_suspicion_for_meningitis,_add_vancomycin_15-20_mg/kg_intravenous_(maximum_2_g)_every_8-12_hours.
Obtain_early_consultation_with_an_otolaryngologist_for_possible_myringotomy_or_mastoidectomy_in_severe_cases.
Treat_with_antiemetics_as_needed_for_patient_comfort.
Consider_vestibular_suppressants_(eg,_diazepam,_meclizine,_scopolamine)_as_needed.
For_patients_with_concern_for_bacterial_meningitis_(pediatric,_adult)_as_the_etiology_of_the_suppurative_labyrinthitis,_evaluate_and_treat_for_meningitis.",Perform_a_thorough_head,ears,eyes,nose,and_throat_exam,Look_for_findings_of_acute_otitis_media_(erythematous,retracted,or_bulging_tympanic_membrane,reduced_tympanic_membrane_mobility),Assess_for_acute_hearing_loss_(should_be_present),Perform_a_thorough_neurological_exam,PITFALLS,Expect_the_patient_to_present_with_nystagmus_and_balance_disturbance_consistent_with_peripheral_causes_of_vertigo._Neurologic_findings_outside_of_this_should_prompt_further_evaluation_for_central_causes_of_vertigo_(eg,cerebrovascular_accident_or_intracranial_hemorrhage),Examine_for_meningeal_signs_(fever,photophobia,nuchal_rigidity),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

111,Temporomandibular_Joint_Disorders,"Consider_atraumatic_anterior_mandible_dislocation_reduction_maneuvers.
See_Therapeutic_Considerations_for_a_detailed_list_of_techniques._We_suggest_initially_trying_the_following_techniques._A_small_study_has_demonstrated_a_slight_advantage_of_the_intraoral_technique_over_the_extraoral_technique.
Syringe_technique
Consider_this_technique_if_the_patient_is_cooperative_and_pain_is_well_controlled.
The_patient_performs_this_technique_without_medication_or_sedation.
Give_the_patient_a_5-mL_or_10-mL_syringe_(based_on_mouth_opening),_and_instruct_the_patient_to_grasp_the_syringe_between_the_posterior_upper_and_lower_molars_or_gums._Then,_the_patient_gently_rolls_the_syringe_forwards_and_backwards_with_the_teeth.
Standard_intraoral_technique_(Mandible_Reduction_Classic_Technique)
While_facing_the_patient,_place_thumbs_wrapped_in_gauze_on_bilateral_inferior_molars_or_gums_and_apply_steady_inferior_and_posterior_pressure_with_the_thumbs,_while_fingers_apply_superior_pressure_on_the_extraoral_inferior_surface_of_the_mandible_to_generate_a_levering_force.
Extraoral_technique_(Reduction_of_Temporomandibular_Joint_Dislocation)
Standing_in_front_of_the_patient,_place_the_thumb_of_one_hand_(eg,_right)_on_the_patient?s_(left)_malar_eminence_and_the_fingers_of_the_same_hand_on_the_angle_of_the_(left)_mandible.
Place_the_contralateral_(left)_hand_on_the_patient?s_contralateral_(right)_coronoid_process_and_the_fingers_posterior_to_the_(right)_mastoid.
Simultaneously_pull_the_left_angle_of_the_mandible_anteriorly_with_the_right_hand_and_push_the_right_coronoid_process_posteriorly_with_the_left_hand_to_relocate_the_right_side_of_the_mandible.
PEARLS
Procedural_sedation,_intravenous_analgesics,_or_muscle_relaxants_may_be_required_to_facilitate_reduction_(in_alphabetical_order):
Inhaled_nitrous_oxide,_up_to_70%_mix_with_oxygen,_Propofol_0.5-1_mg/kg_intravenous_as_the_initial_dose,_followed_by_0.25-0.5_mg/kg_every_1-3_minutes,_as_needed_to_achieve_an_adequate_level_of_sedation
Fentanyl_0.25-2_?g/kg_slow_intravenous_push,_repeated_dosing_every_2-5_minutes_as_needed_to_achieve_adequate_levels_of_analgesia_for_the_procedure.
Use_as_an_adjunctive_agent_with_propofol_often_used_to_achieve_optimal_levels_of_analgesia_with_sedation_while_minimizing_adverse_effects_of_either_agent_alone.
Midazolam:
Adult_dosing:_2_mg_intravenous_push,_repeated_dosing_at_every_2-5_minutes_as_needed_achieve_an_adequate_level_of_sedation.
Pediatric_dosing:
6_months_to_5_years:_0.1_mg/kg_intravenous_push_repeated_dosing_every_2-5_minutes_as_needed_to_achieve_an_adequate_level_of_sedation(maximum_dose_0.6_mg/kg_not_to_exceed_6_mg).
6-12_years:_0.05_mg/kg_intravenous_push_repeated_dosing_every_2-5_minutes_as_needed_to_achieve_an_adequate_level_of_sedation_(maximum_dose_0.4_mg/kg_not_to_exceed_10_mg).
PEARLS
Patients_on_neuroleptic_medications_with_dystonia_as_a_likely_cause_of_the_dislocation_should_first_be_treated_for_the_underlying_dystonia.
Dystonia_can_be_managed_with_either_of_the_following_2_agents:
Diphenhydramine_50_mg_intravenous/intramuscular/oral_every_4_to_6_hours_as_needed_until_symptom_resolution_in_adults
Pediatric:_0.5-1_mg/kg_intravenous/intramuscular/oral_(maximum_50_mg_per_dose)_every_4_to_6_hours_as_needed_until_symptom_resolution
Benztropine_1-2_mg_intravenous/intramuscular/oral_every_12-24_hours_as_needed_until_symptom_resolution
Pediatric:_0.02-0.05_mg/kg_intravenous/intramuscular/oral_(maximum_2_mg_per_dose)_every_12-24_hours_as_needed_until_symptom_resolution
Apply_a_Barton_bandage_following_reduction.
Any_non-reducible_mandible_dislocation_requires_urgent_consultation_with_an_oromaxillofacial_surgeon_or_otolaryngologist.",Assess_for_respiratory_distress,nan,Mandible_dislocation_is_unlikely_to_cause_airway_compromise,but_the_pooling_of_secretions_and_drooling_can_cause_respiratory_distress,nan,Listen_to_the_patient?s_speech,nan,Because_of_the_inability_to_move_the_mandible,patients_sound_dysarthric,nan,Inspect_the_face,nan,With_atraumatic_anterior_mandibular_dislocations,the_patient_cannot_fully_close_the_jaw,and_the_mandible_deviates_away_from_the_site_of_the_dislocation_(if_dislocation_is_unilateral),nan,Palpate_the_face,nan,There_will_be_a_visible,palpable_depression_in_the_preauricular_area_on_one_(unilateral_dislocation)_or_both_(bilateral_dislocation)_sides,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

112,"Allergy,_Hypersensitivity,_and_Anaphylaxis","There_are_no_contraindications_to_the_use_of_epinephrine_in_anaphylaxis.
Remove_the_trigger_if_possible,_and_maintain_the_patient_in_the_supine_position_if_tolerated._Patients_with_respiratory_distress_should_maintain_a_position_of_comfort.
Establish_intravenous_access_with_at_least_2_large-bore_peripheral_intravenous_lines_or_establish_intraosseous_access_if_intravenous_access_is_difficult.
Administer_epinephrine_early,_and_repeat_as_needed.
Epinephrine_should_be_administered_by_the_intramuscular_route,_even_if_an_intravenous_line_is_established,_due_to_safety_concerns_and_adverse_events_with_intravenous_dosing_(eg,_hypertension,_ventricular_dysrhythmias).
Adults_are_commonly_underdosed_with_epinephrine_in_anaphylaxis.
For_patients_>50_kg,_administer_0.3-0.5_mg_intramuscular_into_the_anterolateral_thigh.
Repeat_every_5_minutes_as_needed.
For_any_patient_>50_kg,_we_recommend_a_dose_of_0.5_mg_intramuscular.
For_children_>30_kg,_administer_an_epinephrine_dose_of_0.3_mg_intramuscular_into_the_anterolateral_thigh.
For_children_15-30_kg,_administer_an_epinephrine_dose_of_0.15_mg_intramuscular_auto-injector_or_0.01_mg/kg/dose_(maximum_dose_0.15_mg)_into_the_anterolateral_thigh.
For_children_<15_kg,_administer_an_epinephrine_dose_of_0.01_mg/kg/dose_(maximum_dose_0.15_mg)_into_the_anterolateral_thigh.
Repeat_every_5_minutes_as_needed.
The_auto-injector_dose_is_0.3_mg_intramuscular_(eg,_EpiPen)_and_may_need_to_be_repeated_in_5_minutes,_especially_in_larger_patients_(eg,_>80_kg).
The_auto-injector_dose_is_0.15_mg_intramuscular_(eg,_EpiPen_Jr.)_for_children_and_may_need_to_be_repeated_in_5_minutes.
The_recommended_site_of_intramuscular_injection_is_the_anterolateral_aspect_of_the_middle_third_of_the_thigh;_repeat_every_5-15_minutes_as_needed.
Do_not_inject_into_the_buttocks,_deltoid,_digits,_hands,_or_feet.
If_a_patient_requires_>2-3_doses_of_intramuscular_epinephrine,_we_recommend_starting_an_intravenous_epinephrine_infusion.
Preferred:_Continuous_infusion
Epinephrine_infusion_at_a_dose_of_0.01-0.1_?g/kg/minute_titrated_by_0.01-0.05_?g/kg/minute_every_2-3_minutes.
Weight-based_dosing_for_adult_and_pediatric_patients_is_recommended.
We_recommend_starting_and_titrating_on_the_lower_range_for_pediatric_patients.
If_not_readily_available,_see_instructions_for_bedside_preparation_of_epinephrine_infusion.
Alternative:_Intermittent_intravenous_bolus_dosing
Adult:_Administer_20-50_?g_intravenous_over_a_few_minutes_and_repeat_every_5-15_minutes_as_needed.
Pediatric:_Bolus_dosing_in_pediatric_patients_has_an_especially_high_potential_for_10-fold_dosing_errors_and_has_limited_published_evidence._We_recommend_an_infusion_or_repeated_intramuscular_dosing_of_epinephrine_instead_of_bolus_dosing.
